probe_id,gene_symbol,log2FC,mean_a,mean_b,t_stat,p_value,adj_p_value
219408_at,PRMT7,0.269678,7.50246,7.23279,4.07878,8.2752e-05,0.000439055
206592_s_at,AP3D1,0.236293,10.8391,10.6028,4.07916,8.29816e-05,0.00044021
211401_s_at,FGFR2,-0.59635,6.08132,6.67767,-4.08192,8.29856e-05,0.00044021
229855_at,RNF34,-0.254317,5.80639,6.06071,-4.07789,8.33052e-05,0.000441819
1553489_a_at,TEKT5,0.213642,5.11287,4.89923,4.10588,8.32977e-05,0.000441819
218548_x_at,TEX264,0.23904,8.45509,8.21605,4.07968,8.33508e-05,0.000442018
230904_at,FSD1L,-0.370671,4.24415,4.61482,-4.07684,8.34217e-05,0.000442351
218366_x_at,METTL17,0.362623,9.70568,9.34306,4.08883,8.34624e-05,0.000442524
1557606_at,LOC101928002,0.108599,3.93135,3.82276,4.08376,8.3504e-05,0.00044266
208489_at,GJA8,0.154224,6.0843,5.93007,4.07595,8.35043e-05,0.00044266
202352_s_at,PSMD12,0.401901,9.8646,9.4627,4.07646,8.35804e-05,0.000443021
203078_at,CUL2,-0.418458,5.77128,6.18974,-4.08024,8.36261e-05,0.000443177
1562606_a_at,LOC440028,0.142197,5.84696,5.70476,4.10476,8.36255e-05,0.000443177
204571_x_at,PIN4,0.298425,9.3929,9.09448,4.07726,8.39728e-05,0.000444971
203127_s_at,SPTLC2,0.329466,9.10266,8.77319,4.08485,8.4019e-05,0.000445173
205969_at,AADAC,-1.00039,7.19303,8.19341,-4.08938,8.40273e-05,0.000445174
203857_s_at,MIR7110 /// PDIA5,0.324579,9.63984,9.31526,4.10922,8.40613e-05,0.00044531
225412_at,TMEM87B,0.634112,8.16239,7.52828,4.08248,8.42142e-05,0.000446078
216369_at,,-0.117692,3.7784,3.89609,-4.07314,8.43512e-05,0.00044676
202793_at,LPCAT3,-0.321751,7.15265,7.4744,-4.07622,8.44917e-05,0.000447461
206899_at,NTSR2,0.151834,5.20882,5.05699,4.07322,8.45459e-05,0.000447704
232050_at,FLJ42627,0.220865,5.94951,5.72865,4.08641,8.4661e-05,0.00044827
210499_s_at,PQBP1,0.169334,6.8526,6.68327,4.07769,8.47035e-05,0.000448452
222443_s_at,RBM8A,0.299362,10.0273,9.72793,4.09406,8.4718e-05,0.000448485
239665_at,LOC441179,-0.410972,4.39634,4.80731,-4.11726,8.48245e-05,0.000449006
204441_s_at,POLA2,0.33654,7.59053,7.25399,4.09415,8.48788e-05,0.000449249
209051_s_at,RALGDS,-0.438072,8.35112,8.78919,-4.07132,8.49385e-05,0.000449522
1568929_at,LOC100128343,0.290772,8.62149,8.33071,4.08226,8.51178e-05,0.000450428
229073_at,PRTG,-0.572581,5.52481,6.0974,-4.07119,8.51358e-05,0.000450479
203699_s_at,DIO2,0.406729,5.05893,4.6522,4.17782,8.5369e-05,0.000451669
219623_at,ACTR5,0.292735,7.51434,7.22161,4.08925,8.54118e-05,0.000451852
209711_at,SLC35D1,0.510157,8.12083,7.61067,4.07492,8.55937e-05,0.000452727
231013_at,,0.528526,7.1081,6.57958,4.1115,8.55889e-05,0.000452727
243201_at,RPL36A,-0.395117,5.2791,5.67422,-4.07051,8.56451e-05,0.000452955
225360_at,TRABD,0.255017,8.43277,8.17775,4.06939,8.56587e-05,0.000452983
1555764_s_at,TIMM10,0.341833,10.2167,9.87485,4.08267,8.57439e-05,0.000453389
204086_at,PRAME,0.70044,6.01793,5.31749,4.20988,8.57991e-05,0.000453638
207497_s_at,MS4A2,-0.742802,5.12578,5.86858,-4.08661,8.59146e-05,0.000454204
209513_s_at,HSDL2,-0.442913,9.40424,9.84715,-4.11537,8.59273e-05,0.000454227
241261_x_at,,0.130138,5.47338,5.34324,4.07066,8.60027e-05,0.000454582
1569894_at,PPP2R3C,-0.298345,4.573,4.87134,-4.07469,8.61246e-05,0.000455182
1553775_at,FLJ31715,0.187956,5.49961,5.31165,4.10363,8.61423e-05,0.000455188
221947_at,,0.154296,6.84897,6.69467,4.07143,8.61415e-05,0.000455188
224461_s_at,AIFM2,0.392098,7.62894,7.23684,4.08762,8.63507e-05,0.000456245
236636_at,,0.182079,6.31419,6.13211,4.10736,8.63996e-05,0.000456459
239088_at,,0.128934,6.20585,6.07691,4.07518,8.64659e-05,0.000456766
224984_at,NFAT5,-0.36137,9.86216,10.2235,-4.07812,8.65816e-05,0.000457332
232924_at,LRRC17,0.137381,4.34988,4.2125,4.06886,8.66117e-05,0.000457447
237150_at,,0.096102,3.87394,3.77784,4.07369,8.66332e-05,0.000457517
217157_x_at,IGK /// IGKC,0.90064,9.32437,8.42373,4.07118,8.66791e-05,0.000457663
1561937_x_at,IGHA1 /// IGHG1 /// IGHM /// IGHV4-31,0.678108,8.36924,7.69113,4.09676,8.66716e-05,0.000457663
212447_at,KBTBD2,-0.277352,9.27403,9.55138,-4.06709,8.6686e-05,0.000457663
46167_at,MROH7-TTC4 /// TTC4,0.349496,8.53221,8.18271,4.06564,8.68955e-05,0.000458725
204173_at,MYL6B,0.342874,9.01669,8.67382,4.08041,8.69057e-05,0.000458734
228560_at,CHDH,0.389103,7.36512,6.97602,4.0933,8.69142e-05,0.000458735
242620_at,,-0.109942,4.14657,4.25651,-4.06471,8.70868e-05,0.000459601
229991_s_at,SYTL4,0.31232,7.69203,7.37971,4.09712,8.71717e-05,0.000460005
221172_at,C7orf69,0.12356,4.35101,4.22745,4.07976,8.7285e-05,0.000460558
236511_at,,-0.306901,5.13769,5.44459,-4.07291,8.7407e-05,0.000461158
215714_s_at,SMARCA4,0.352342,9.34103,8.98868,4.06581,8.74305e-05,0.000461217
225691_at,CDK12,0.201384,7.84344,7.64206,4.06955,8.7435e-05,0.000461217
43977_at,TMEM161A,0.291459,9.23005,8.93859,4.06429,8.74489e-05,0.000461245
233217_at,CTC-510F12.4,-0.374878,5.82654,6.20142,-4.14742,8.75563e-05,0.000461767
214429_at,MTMR6,-0.299688,9.23382,9.53351,-4.09845,8.76254e-05,0.000462087
240921_at,,0.384398,4.1264,3.74201,4.12823,8.76557e-05,0.000462202
220500_s_at,RABL2A /// RABL2B,-0.422363,6.65808,7.08045,-4.06268,8.77642e-05,0.00046273
214144_at,POLR2D,0.336742,7.10543,6.76869,4.07438,8.78516e-05,0.000463146
238456_at,LOC100289230,0.330976,5.4289,5.09792,4.08383,8.7891e-05,0.000463309
1570412_at,,0.101355,3.95593,3.85457,4.08302,8.79527e-05,0.00046359
217491_x_at,COX7C,0.212853,12.4226,12.2098,4.07647,8.80434e-05,0.000464023
201755_at,MCM5,0.362344,7.61871,7.25637,4.07004,8.80836e-05,0.00046419
228356_at,ANKRD11,0.259548,8.01311,7.75356,4.06159,8.81722e-05,0.000464567
210075_at,MARCH2,-0.353676,8.18137,8.53505,-4.08902,8.8167e-05,0.000464567
213283_s_at,SALL2,0.577869,8.6864,8.10853,4.09465,8.83212e-05,0.000465308
1555500_s_at,SLC2A4RG,0.36975,7.13799,6.76824,4.09848,8.83784e-05,0.000465564
214619_at,CRHR1,0.178829,5.95386,5.77503,4.06104,8.84552e-05,0.000465924
203658_at,SLC25A20,-0.323569,7.89139,8.21496,-4.06044,8.85124e-05,0.00046618
226233_at,B3GALNT2,0.288117,8.95201,8.6639,4.08282,8.87425e-05,0.000467347
212285_s_at,AGRN,0.448506,9.61878,9.17028,4.0607,8.87921e-05,0.000467563
224976_at,NFIA,-0.575065,8.71612,9.29118,-4.06276,8.89957e-05,0.0004685
64900_at,TMEM231,-0.561993,6.97003,7.53202,-4.0643,8.89822e-05,0.0004685
232843_s_at,DOCK8,-0.594178,7.40934,8.00352,-4.10954,8.89899e-05,0.0004685
1553983_at,DTYMK,0.312276,6.48464,6.17237,4.06202,8.9116e-05,0.000469088
209681_at,SLC19A2,-0.791177,8.85233,9.64351,-4.0599,8.92142e-05,0.00046956
201590_x_at,ANXA2,-0.197993,13.6272,13.8252,-4.11486,8.93285e-05,0.000470116
244834_at,RSG1,0.303698,6.50086,6.19716,4.08948,8.94497e-05,0.000470709
201199_s_at,PSMD1,0.268567,10.6106,10.342,4.08403,8.95389e-05,0.000471133
213370_s_at,SFMBT1,0.242404,7.42845,7.18605,4.07038,8.95575e-05,0.000471185
1561749_at,,0.329336,6.59514,6.26581,4.09387,8.95965e-05,0.000471345
227870_at,IGDCC4,0.653468,5.902,5.24853,4.06608,8.96951e-05,0.000471818
233648_at,,-0.851476,5.67627,6.52775,-4.06446,8.97204e-05,0.000471906
202214_s_at,CUL4B,0.227412,9.87632,9.6489,4.07401,8.97595e-05,0.000472066
214695_at,UBAP2L,0.2775,7.25973,6.98223,4.08231,8.97891e-05,0.000472177
211740_at,ICA1,0.159825,3.99118,3.83135,4.11077,8.9873e-05,0.000472572
212576_at,MGRN1,0.407678,9.75363,9.34596,4.07675,8.99831e-05,0.000473105
231751_at,ABCG8,0.135307,5.63888,5.50358,4.0568,9.01929e-05,0.000474163
232230_at,LINC00263,0.251553,5.02262,4.77107,4.06936,9.0232e-05,0.000474323
1562718_at,AP000253.1,0.109094,3.96543,3.85634,4.0635,9.02587e-05,0.000474418
219458_s_at,NSUN3,0.262085,7.71738,7.45529,4.0606,9.05599e-05,0.000475943
1554099_a_at,SPIN3,0.305509,5.7466,5.44109,4.08496,9.05663e-05,0.000475943
200620_at,TMEM59,0.270245,12.5081,12.2379,4.08749,9.05825e-05,0.000475983
239035_at,MTHFR,-0.329567,7.22386,7.55343,-4.05707,9.05943e-05,0.000475999
1560177_at,CCDC66,0.177926,4.00752,3.8296,4.06115,9.07029e-05,0.000476524
214508_x_at,CREM,-0.699048,8.04609,8.74514,-4.0591,9.10113e-05,0.000478093
229451_at,GALNT9,0.17028,6.67564,6.50536,4.07121,9.1019e-05,0.000478093
242109_at,,-0.441215,5.48064,5.92186,-4.05408,9.10768e-05,0.00047835
1566671_a_at,PDXK,0.346317,6.87114,6.52483,4.0779,9.11163e-05,0.000478512
228757_at,HSD11B1L,0.239562,7.58695,7.34739,4.05321,9.11672e-05,0.000478733
238210_at,,0.126927,4.52862,4.40169,4.05394,9.12553e-05,0.000479116
221525_at,ZMIZ2,0.317368,7.69468,7.37731,4.05662,9.12576e-05,0.000479116
214581_x_at,TNFRSF21,0.839639,7.90453,7.06489,4.06127,9.13756e-05,0.000479689
1568847_at,,0.168579,5.67819,5.50961,4.0647,9.14209e-05,0.000479881
211887_x_at,MSR1,-0.85643,6.73928,7.59571,-4.0518,9.15515e-05,0.00048052
202020_s_at,LANCL1,-0.392364,9.93032,10.3227,-4.07136,9.16663e-05,0.000481076
202110_at,COX7B,0.26645,11.8788,11.6123,4.05035,9.18874e-05,0.000482191
223018_at,NOB1,0.308108,9.1405,8.83239,4.06829,9.1921e-05,0.000482321
210984_x_at,EGFR,0.569253,7.83867,7.26941,4.10421,9.19518e-05,0.000482436
244371_at,,0.117572,5.94699,5.82942,4.06221,9.20526e-05,0.000482918
217943_s_at,MAP7D1,-0.332814,9.5837,9.91652,-4.05142,9.20771e-05,0.000483
243974_at,,-0.600999,4.24493,4.84593,-4.07493,9.21557e-05,0.000483366
227930_at,AGO4,-0.395531,8.47826,8.87379,-4.05175,9.22807e-05,0.000483976
202814_s_at,HEXIM1,-0.295981,8.63212,8.9281,-4.06441,9.25756e-05,0.000485476
207460_at,GZMM,-0.427247,6.45082,6.87807,-4.04764,9.28473e-05,0.000486854
234310_s_at,SUSD2,-0.823538,8.49155,9.31509,-4.0925,9.29063e-05,0.000487116
218394_at,ROGDI,0.365499,8.72992,8.36442,4.05993,9.29436e-05,0.000487266
214262_at,MIR6875 /// TRIP6,0.178734,6.5242,6.34546,4.05974,9.30068e-05,0.00048755
225801_at,FBXO32,0.296998,4.71406,4.41707,4.1008,9.30378e-05,0.000487666
209226_s_at,TNPO1,0.435638,9.87988,9.44424,4.05019,9.31309e-05,0.000488107
243136_at,GINS2,0.117486,4.4961,4.37861,4.04855,9.31602e-05,0.000488214
224947_at,RNF26,0.226993,8.62569,8.3987,4.07019,9.33293e-05,0.000489053
225316_at,MFSD2A,-0.656567,8.55883,9.2154,-4.10253,9.34656e-05,0.000489721
229489_at,,0.208642,6.86913,6.66049,4.04636,9.34762e-05,0.000489729
235047_x_at,NACC1,0.169959,7.34576,7.1758,4.04835,9.34926e-05,0.000489768
208401_s_at,GLP1R,0.158352,5.41546,5.25711,4.04569,9.36567e-05,0.000490581
236496_at,DEGS2,0.332929,6.84033,6.5074,4.08723,9.37093e-05,0.000490809
238036_at,SHE,-0.479341,7.23709,7.71643,-4.06848,9.37733e-05,0.000491097
239430_at,IGFL1,0.288929,5.33493,5.046,4.12834,9.38494e-05,0.000491449
228639_at,,-0.271576,7.22341,7.49499,-4.06374,9.3904e-05,0.000491688
240735_at,CDC42BPA,0.115413,3.75012,3.63471,4.05145,9.40279e-05,0.000492289
206201_s_at,MEOX2,-0.939354,5.75367,6.69302,-4.04604,9.41735e-05,0.000493004
235130_at,PANK2,-0.252347,7.2104,7.46275,-4.04351,9.43272e-05,0.000493762
242940_x_at,DLX6,0.358249,3.85699,3.49874,4.17581,9.43954e-05,0.000494071
231146_at,FAM24B,0.23624,6.30488,6.06864,4.04854,9.45025e-05,0.000494585
229998_x_at,EVA1B,0.240947,7.64639,7.40544,4.04425,9.45208e-05,0.000494633
1561037_a_at,BC032899 /// RP11-396C23.2,0.226347,5.86756,5.64122,4.0885,9.45914e-05,0.000494955
224613_s_at,DNAJC5,0.381386,7.29885,6.91746,4.06095,9.46214e-05,0.000495065
229486_s_at,TMEM132A,0.198795,6.94899,6.75019,4.04285,9.48179e-05,0.000496045
222702_x_at,CRIPT,0.393803,9.00344,8.60964,4.04179,9.4904e-05,0.000496448
244241_x_at,,0.570813,6.149,5.57818,4.0853,9.50273e-05,0.000497045
241873_at,RP11-710C12.1,-0.269632,4.08343,4.35306,-4.04357,9.51188e-05,0.000497476
212918_at,RECQL,-0.341313,9.47394,9.81526,-4.07326,9.53066e-05,0.000498411
225562_at,RASA3,-0.320885,8.06784,8.38872,-4.06426,9.53259e-05,0.000498464
1555343_at,MEGF10,0.19304,6.38872,6.19568,4.04287,9.59118e-05,0.00050148
213652_at,PCSK5,-0.530604,6.81102,7.34163,-4.04297,9.59318e-05,0.000501537
220649_at,AGBL3,-0.127846,3.45541,3.58325,-4.04659,9.61271e-05,0.00050251
207279_s_at,NEBL,-0.587652,6.12801,6.71566,-4.04065,9.63301e-05,0.000503523
207219_at,ZFP69B,0.275161,4.51204,4.23688,4.08541,9.63881e-05,0.000503778
243912_x_at,APOBEC3F,0.16995,6.83523,6.66528,4.03772,9.64245e-05,0.00050392
221028_s_at,GFOD2,-0.17825,7.25425,7.4325,-4.05084,9.6495e-05,0.00050424
1566775_at,DNAH1,0.18754,7.04558,6.85804,4.03816,9.65783e-05,0.000504586
223094_s_at,ANKH,0.511579,7.21516,6.70358,4.04441,9.65796e-05,0.000504586
217957_at,C16orf80,-0.372884,10.1583,10.5312,-4.0371,9.66002e-05,0.000504645
227429_at,EFCAB4A,0.419187,7.99274,7.57356,4.04408,9.68245e-05,0.000505769
231328_s_at,RASGRP4,0.162853,5.84015,5.6773,4.03569,9.7112e-05,0.000507222
243371_at,,-0.454205,4.68161,5.13582,-4.05478,9.72382e-05,0.000507833
215992_s_at,RAPGEF2,-0.506718,5.41476,5.92148,-4.04881,9.72887e-05,0.000508048
1552726_at,ADAMTS17,-0.24898,5.02531,5.27429,-4.05943,9.73214e-05,0.00050817
239662_x_at,TMCC1,0.235103,7.33378,7.09868,4.0353,9.73692e-05,0.000508371
229925_at,SLC6A17,0.155816,7.13275,6.97693,4.04545,9.74206e-05,0.000508591
1564139_at,A2M-AS1,-0.46917,5.88066,6.34983,-4.03928,9.75163e-05,0.000509042
206869_at,CHAD,0.34078,5.77453,5.43375,4.12909,9.76176e-05,0.000509522
219346_at,LRFN3,0.339625,6.67359,6.33396,4.05636,9.77145e-05,0.000509979
209147_s_at,PPAP2A,-0.492309,9.45717,9.94948,-4.05044,9.77574e-05,0.000510154
229545_at,FERMT1,0.351033,6.15796,5.80693,4.09746,9.78119e-05,0.00051039
219027_s_at,MYO9A,-0.299123,8.44272,8.74184,-4.03925,9.78408e-05,0.000510492
235048_at,FAM169A,0.631951,6.40231,5.77036,4.09292,9.7896e-05,0.000510701
207316_at,HAS1,-0.713959,6.44614,7.1601,-4.0802,9.78996e-05,0.000510701
242548_x_at,ANKRD37,-0.165019,5.20649,5.37151,-4.03373,9.79613e-05,0.000510974
1553965_x_at,RHOB,-0.14131,3.8699,4.01121,-4.03343,9.81701e-05,0.000512015
213663_s_at,FAM134B,-0.0953065,3.71938,3.81468,-4.03457,9.83586e-05,0.000512949
200059_s_at,RHOA,-0.360058,12.7793,13.1394,-4.05163,9.84703e-05,0.000513482
224270_at,OCR1,0.103371,4.26086,4.15749,4.03318,9.85491e-05,0.000513844
210265_x_at,POU5F1P3,0.231207,6.55512,6.32392,4.06076,9.85602e-05,0.000513853
211602_s_at,TRPC1,-0.413659,4.45608,4.86974,-4.04641,9.86391e-05,0.000514215
240642_at,ZMYM2,-0.146784,4.15687,4.30366,-4.03175,9.86576e-05,0.000514263
213702_x_at,ASAH1,-0.27452,12.0975,12.3721,-4.09463,9.87563e-05,0.000514728
222124_at,HIF3A,-0.638628,5.32707,5.9657,-4.03311,9.88728e-05,0.000515286
210472_at,MT1G,-0.217004,4.83739,5.05439,-4.04545,9.90647e-05,0.000516237
207194_s_at,ICAM4,-0.77007,6.50746,7.27753,-4.04224,9.908e-05,0.000516268
204246_s_at,DCTN3,-0.218591,10.382,10.6006,-4.06451,9.91244e-05,0.00051645
225428_s_at,DDX54,0.19359,7.0429,6.84931,4.03392,9.91607e-05,0.00051659
207103_at,KCND2,0.384047,4.1618,3.77775,4.11096,9.92548e-05,0.000517031
224723_x_at,LINC00998,0.300623,9.08635,8.78573,4.0303,9.93069e-05,0.000517253
234192_s_at,GKAP1,-0.501635,6.82353,7.32517,-4.05363,9.94171e-05,0.000517778
201068_s_at,PSMC2,0.279401,11.3406,11.0612,4.04393,9.94893e-05,0.000518104
232965_at,LOC400684,0.273659,5.05781,4.78415,4.08905,9.95285e-05,0.000518259
215192_at,PMS2P4,-0.183766,4.19783,4.3816,-4.03043,9.95812e-05,0.000518484
242586_at,FSD1L,-0.431734,4.2885,4.72024,-4.02892,9.96821e-05,0.000518911
205233_s_at,PAFAH2,0.447282,7.35247,6.90519,4.04347,9.96771e-05,0.000518911
225658_at,SPOPL,-0.405887,8.87448,9.28037,-4.03126,9.97436e-05,0.000519181
202916_s_at,FAM20B,-0.279253,8.70686,8.98611,-4.04087,9.98272e-05,0.000519567
200618_at,LASP1,0.22575,11.3954,11.1696,4.07127,0.000100003,0.000520432
210766_s_at,CSE1L,0.328886,9.54952,9.22063,4.05362,0.000100058,0.000520667
213994_s_at,SPON1,-0.81374,7.96634,8.78008,-4.06506,0.000100188,0.000521271
234292_s_at,ZKSCAN7,0.121654,5.92356,5.8019,4.02749,0.000100193,0.000521271
227200_at,ETV3,-0.390406,9.51856,9.90897,-4.03983,0.00010021,0.000521311
203191_at,ABCB6,0.172424,6.00972,5.83729,4.02819,0.000100334,0.000521907
227230_s_at,KIAA1211,0.77798,6.03603,5.25805,4.07015,0.000100532,0.000522887
206419_at,RORC,0.29166,7.7488,7.45714,4.02744,0.000100561,0.000522988
202882_x_at,NOL7,0.244168,10.2603,10.0162,4.02644,0.000100599,0.000523136
204464_s_at,EDNRA,-0.545135,9.58864,10.1338,-4.02633,0.000100747,0.000523858
202963_at,RFX5,0.309646,9.78796,9.47831,4.04671,0.000100791,0.000524035
204060_s_at,PRKX /// PRKY,-0.451656,6.94703,7.39868,-4.05718,0.000100986,0.000524999
223076_s_at,NSUN2,0.304933,8.87141,8.56648,4.02974,0.000101066,0.000525314
206842_at,KCND1,0.158782,5.47493,5.31615,4.02567,0.000101062,0.000525314
229757_at,,-0.343044,8.0925,8.43554,-4.04936,0.000101091,0.000525393
227261_at,KLF12,-0.57917,7.93299,8.51216,-4.08203,0.000101293,0.000526395
205026_at,STAT5B,-0.347929,6.41848,6.76641,-4.03431,0.000101362,0.000526702
1555964_at,ARL17A /// ARL17B /// LOC100294341,0.373554,5.6182,5.24465,4.06275,0.000101556,0.000527663
232161_x_at,PTPN4,-0.393989,4.55802,4.952,-4.02355,0.000101582,0.000527745
215026_x_at,SCNN1A,0.202852,7.21313,7.01028,4.02435,0.000101806,0.000528859
236944_at,,-0.233511,4.35301,4.58652,-4.02286,0.000101857,0.000529076
205270_s_at,LCP2,-0.564704,8.43328,8.99799,-4.02584,0.000101874,0.000529112
240445_at,,-0.2897,5.2657,5.5554,-4.04191,0.000101929,0.000529346
210291_s_at,ZNF174,0.234893,6.82652,6.59163,4.02392,0.000102119,0.000530286
226591_at,PWAR6,-0.698324,4.99847,5.69679,-4.02983,0.000102139,0.000530337
240069_at,LOC102724880,0.318924,6.11511,5.79618,4.02443,0.000102207,0.000530637
228258_at,TBC1D10C,-0.416569,7.77668,8.19324,-4.02807,0.000102358,0.000531372
1561894_at,C7orf49 /// LOC653739,-0.150773,4.31158,4.46235,-4.0302,0.000102382,0.000531446
215068_s_at,FBXL18,0.311278,6.86842,6.55715,4.03455,0.000102495,0.000531983
1552390_a_at,ERICH5,0.634123,4.87599,4.24186,4.06107,0.000102517,0.000532049
1556309_s_at,C1orf86,0.324477,6.28181,5.95733,4.02103,0.000102836,0.000533654
214005_at,GGCX,0.474898,8.58547,8.11058,4.03732,0.000103067,0.0005348
207269_at,DEFA4,-0.239643,4.98871,5.22835,-4.12146,0.000103132,0.000535086
204869_at,PCSK2,-0.217845,3.94832,4.16616,-4.01949,0.000103181,0.000535241
200994_at,IPO7,0.242979,10.4005,10.1575,4.04323,0.000103177,0.000535241
241703_at,RUNDC3B,-0.88847,5.07794,5.96641,-4.032,0.000103227,0.000535401
214426_x_at,CHAF1A,0.264137,7.4452,7.18106,4.04474,0.000103235,0.000535401
230882_at,DLX6-AS1,0.285812,4.32841,4.0426,4.12964,0.000103242,0.000535401
228223_at,ZSWIM3,0.201956,6.37437,6.17242,4.03283,0.000103287,0.000535587
208733_at,RAB2A,-0.506426,6.31861,6.82504,-4.02153,0.000103368,0.000535952
216977_x_at,SNRPA1,0.267232,9.02065,8.75342,4.03492,0.000103551,0.000536855
1557347_at,MCPH1,-0.336486,5.96332,6.29981,-4.01847,0.000103566,0.00053688
209207_s_at,LOC100996517 /// LOC102724364 /// SEC22B,0.338621,8.20228,7.86366,4.02694,0.000103615,0.000537083
225868_at,TRIM47,0.377326,8.81472,8.43739,4.01795,0.000103725,0.0005376
1563062_at,LINC00460,0.173923,4.48275,4.30883,4.04748,0.000103858,0.000538242
240699_at,SEC14L3,-0.371399,5.54241,5.91381,-4.02146,0.00010389,0.000538358
242687_at,FAM160A1,0.168486,6.63448,6.46599,4.03974,0.000103995,0.000538847
208416_s_at,SPTB,0.329185,7.17541,6.84623,4.12593,0.000104017,0.000538913
242432_at,LRRC37A2,0.101153,3.99565,3.89449,4.02039,0.000104041,0.000538986
216199_s_at,MAP3K4,-0.311956,9.05821,9.37017,-4.04127,0.000104083,0.000539051
209265_s_at,METTL3,0.283667,9.51471,9.23104,4.04483,0.000104082,0.000539051
222830_at,GRHL1,0.723991,7.78879,7.0648,4.0255,0.000104071,0.000539051
215690_x_at,GPAA1,0.329534,9.59516,9.26563,4.03008,0.000104107,0.00053912
1552389_at,ERICH5,0.368029,4.44262,4.07459,4.06735,0.000104178,0.00053944
213117_at,KLHL9,-0.395803,7.82162,8.21742,-4.01798,0.000104272,0.000539875
220127_s_at,FBXL12,-0.166863,8.92757,9.09444,-4.01614,0.000104492,0.00054096
1555279_at,ARMC8,-0.389073,5.71746,6.10653,-4.01712,0.000104535,0.000541134
207792_at,OPRD1,0.153941,5.89143,5.73748,4.01576,0.000104611,0.000541423
204492_at,ARHGAP11A,0.225698,4.13489,3.90919,4.07454,0.000104606,0.000541423
231895_at,SASS6,0.3614,5.57618,5.21478,4.04396,0.000104672,0.000541689
32032_at,DGCR14 /// TSSK2,0.22938,8.7433,8.51392,4.01577,0.000104776,0.000542174
207190_at,ZZEF1,-0.18067,5.21311,5.39378,-4.01958,0.000104918,0.000542859
215646_s_at,VCAN,0.999831,9.40204,8.40221,4.01747,0.000104999,0.000543225
44065_at,RITA1,0.328733,6.88691,6.55818,4.02309,0.000105021,0.000543289
209477_at,EMD,0.236299,8.67477,8.43847,4.01587,0.000105051,0.000543394
241607_at,LOC730102,-0.429448,6.55337,6.98282,-4.02067,0.000105234,0.000544287
218145_at,TRIB3,0.474262,8.19993,7.72567,4.02507,0.000105318,0.000544672
240247_at,,0.339403,5.7737,5.4343,4.0731,0.00010541,0.000545094
225542_at,ACAP3,0.292834,6.4741,6.18127,4.01907,0.000105421,0.000545099
226461_at,HOXB9,0.376371,6.22282,5.84645,4.08769,0.00010545,0.000545197
1552790_a_at,SEC62,-0.512483,8.63948,9.15196,-4.05287,0.000105482,0.000545312
207391_s_at,PIP5K1A,0.314183,9.38454,9.07036,4.02171,0.000105612,0.000545932
230286_at,SLC6A11,0.146192,4.50211,4.35591,4.03968,0.000105635,0.000545999
1554317_s_at,TRMT61A,0.195715,7.06319,6.86747,4.0167,0.000105771,0.000546654
219756_s_at,POF1B,0.625392,6.16314,5.53774,4.10223,0.000105782,0.000546658
1558154_at,AF289551,0.265859,6.29455,6.02869,4.01294,0.000106293,0.000549245
240305_at,LOC101930421,0.122237,6.3098,6.18756,4.01552,0.00010655,0.000550521
224451_x_at,ARHGAP9,-0.579464,8.29576,8.87523,-4.02052,0.000106567,0.000550556
219133_at,OXSM,0.340094,8.08324,7.74314,4.02359,0.000106846,0.000551948
236295_s_at,NLRC3,-0.676184,6.32657,7.00275,-4.02823,0.000107105,0.000553234
207484_s_at,EHMT2,0.209162,7.37781,7.16864,4.01729,0.000107128,0.000553297
209521_s_at,AMOT,0.197306,4.57949,4.38219,4.04105,0.000107238,0.000553815
219173_at,MYO15B,-0.539019,7.37968,7.9187,-4.0087,0.000107577,0.000555514
240681_at,EU250746,0.445018,4.43914,3.99412,4.12125,0.000107685,0.000556018
244326_at,,0.148306,6.68386,6.53556,4.00937,0.000107708,0.000556082
216554_s_at,ENO1,0.3956,7.40297,7.00737,4.01533,0.000107765,0.000556328
230906_at,GALNT10,0.599329,7.11006,6.51073,4.01961,0.000107866,0.000556794
217227_x_at,IGLV1-44,0.98897,9.3133,8.32433,4.02535,0.000107882,0.000556823
220284_at,DKKL1,0.204468,6.53187,6.3274,4.02246,0.000107895,0.000556838
227524_at,FZD3,0.385009,6.22958,5.84457,4.07374,0.000108127,0.000557983
219208_at,FBXO11,0.362874,4.29694,3.93407,4.06183,0.000108176,0.000558187
228430_at,BOLA3-AS1,-0.175414,5.00801,5.18342,-4.00755,0.000108335,0.000558954
230338_x_at,GSX2,0.156272,5.9829,5.82663,4.01484,0.000108412,0.000559242
225585_at,RAP2A,-0.395468,9.37503,9.7705,-4.00787,0.000108406,0.000559242
201770_at,SNRPA,0.335094,9.58649,9.2514,4.00626,0.000108537,0.000559836
207109_at,POU2F3,0.448178,4.80207,4.35389,4.03928,0.000108598,0.000560099
229265_at,SKI,-0.438487,10.1192,10.5577,-4.00836,0.000108691,0.000560526
204752_x_at,PARP2,0.321202,8.6231,8.3019,4.04083,0.00010902,0.000562168
235239_at,QSOX2,0.202335,6.54192,6.33959,4.01174,0.000109267,0.00056339
229720_at,BAG1,-0.553583,7.14601,7.69959,-4.05453,0.00010946,0.000564333
215509_s_at,BUB1,0.439455,4.68051,4.24106,4.09339,0.000109473,0.000564344
62212_at,C1orf50 /// LOC100129924,0.247531,7.86798,7.62045,4.00339,0.000109536,0.000564618
