probe_id,gene_symbol,log2FC,mean_a,mean_b,t_stat,p_value,adj_p_value
209176_at,SEC23IP,0.13338,6.87094,6.73756,1.58398,0.116212,0.208859
241241_at,RPS14,0.0488067,4.97984,4.93104,1.5827,0.116206,0.208859
237760_at,LINC01364,-0.0447548,4.23531,4.28007,-1.58236,0.116245,0.208911
1559965_at,ZFHX4-AS1,0.0519395,3.51164,3.4597,1.58553,0.116262,0.208935
218616_at,INTS12,-0.125354,8.86668,8.99203,-1.58259,0.116269,0.20894
221950_at,EMX2,0.0595143,3.84759,3.78807,1.58808,0.116313,0.209005
232762_at,KIAA1217,0.218285,6.95295,6.73467,1.5821,0.116311,0.209005
214709_s_at,KTN1,-0.119438,10.8484,10.9679,-1.58517,0.116317,0.209006
1565998_at,,-0.0481713,4.35451,4.40268,-1.58221,0.116347,0.209053
208274_at,OCLM,0.049861,5.03137,4.98151,1.58203,0.116351,0.209054
211806_s_at,KCNJ15,-0.286353,7.8271,8.11345,-1.58521,0.116376,0.209091
209928_s_at,MSC,0.159832,6.71852,6.55868,1.58209,0.116394,0.209117
244086_at,,0.113613,6.44148,6.32786,1.58186,0.116401,0.209122
223401_at,ADPRM,0.094691,7.93364,7.83895,1.58268,0.116416,0.209142
229210_at,RNASEH2B,-0.117248,6.7789,6.89614,-1.58215,0.116432,0.209165
1553654_at,SYT14,0.0445208,3.63682,3.5923,1.58565,0.11646,0.209194
214793_at,DUSP7,-0.116354,6.2174,6.33376,-1.58194,0.116455,0.209194
51176_at,MED27,-0.122252,8.21779,8.34004,-1.58166,0.116456,0.209194
240353_s_at,C12orf54,0.0794025,4.18836,4.10896,1.58617,0.11647,0.209205
210447_at,GLUD2,0.125439,4.05582,3.93039,1.58881,0.116475,0.209208
224805_s_at,FAM219B,-0.164209,5.81299,5.9772,-1.58196,0.116479,0.209208
217981_s_at,TIMM10B,-0.125699,7.81914,7.94484,-1.58201,0.116505,0.209248
215525_at,,-0.073545,4.65413,4.72767,-1.58154,0.116512,0.209253
1560148_at,RP11-378J18.8,-0.0596335,4.8071,4.86674,-1.58153,0.11653,0.209273
224245_at,INGX,0.0556508,4.25217,4.19652,1.58219,0.116527,0.209273
228995_at,CAMSAP1,0.0872993,5.2866,5.1993,1.58123,0.116557,0.209313
230031_at,HSPA5,0.125386,8.50354,8.37816,1.58138,0.11659,0.209361
238171_at,SLC25A30,0.077186,5.1753,5.09811,1.58157,0.116592,0.209361
233231_at,,0.117605,4.02902,3.91142,1.58119,0.116595,0.209361
1566433_at,PLD4,0.0605115,5.9021,5.84159,1.58092,0.116599,0.209361
1558529_s_at,AP006222.2,0.063466,6.04433,5.98086,1.58068,0.116655,0.209449
238436_s_at,ZNF805,-0.158299,7.01601,7.17431,-1.58057,0.116653,0.209449
215975_x_at,GK-AS1 /// GK-AS1,0.0538067,5.9628,5.90899,1.58054,0.116659,0.209449
242638_at,LOC101928731,-0.0618568,4.21372,4.27558,-1.5806,0.116675,0.209471
203339_at,SLC25A12,-0.141478,7.29294,7.43442,-1.58109,0.11668,0.209473
1560201_at,ZNF713,0.147751,4.47477,4.32702,1.58279,0.116706,0.209513
210641_at,CAPN9,-0.217014,5.69056,5.90758,-1.58198,0.116724,0.209538
232456_at,C10orf71,0.106974,6.12403,6.01706,1.58356,0.116739,0.20955
1553356_at,,-0.030815,3.60294,3.63376,-1.58075,0.116736,0.20955
1567590_at,METTL15,0.0608315,4.30257,4.24174,1.58032,0.116749,0.209563
240569_at,,-0.0392955,3.92708,3.96637,-1.58014,0.116754,0.209563
221990_at,PAX8,0.0666482,5.6203,5.55365,1.57992,0.116805,0.209648
1554110_at,CDCP1,-0.120402,6.0349,6.15531,-1.58004,0.116822,0.209672
226127_at,ALKBH3,0.0799398,8.24294,8.163,1.58088,0.116876,0.209761
1566537_at,,0.0410915,4.10272,4.06163,1.57964,0.116907,0.209811
213864_s_at,NAP1L1,-0.080335,11.7496,11.83,-1.58079,0.116932,0.209839
209845_at,MKRN1,0.133027,8.83341,8.70039,1.5815,0.116934,0.209839
202033_s_at,RB1CC1,-0.232776,9.18228,9.41506,-1.57938,0.116929,0.209839
237072_at,,0.0822675,4.4539,4.37164,1.58114,0.116951,0.209856
1566502_at,,0.0794875,7.2507,7.17122,1.57955,0.116955,0.209856
206277_at,P2RY2,0.124706,6.81235,6.68765,1.58235,0.116952,0.209856
1554931_at,CYP4A11 /// CYP4A22,0.0581228,4.01317,3.95505,1.57916,0.116977,0.209883
222035_s_at,PAPOLA,0.173195,10.0293,9.8561,1.57915,0.11698,0.209883
235118_at,CADM2,-0.0600002,3.43335,3.49335,-1.58124,0.116982,0.209883
223970_at,RETNLB,0.0473473,4.43196,4.38461,1.57944,0.11699,0.209891
225447_at,GPD2,0.19274,9.19627,9.00353,1.57995,0.117018,0.209934
204669_s_at,RNF24,0.193868,7.80674,7.61287,1.57953,0.117026,0.209941
240833_at,,0.049645,4.58918,4.53954,1.57932,0.117037,0.209954
1568822_at,MTG2,0.130841,4.56154,4.4307,1.58125,0.117041,0.209955
220146_at,TLR7,-0.246549,6.77257,7.01912,-1.58027,0.117051,0.209966
1553082_at,CRYGN,0.0788905,5.54665,5.46776,1.57967,0.117068,0.20999
228936_at,,-0.0345165,3.62138,3.6559,-1.57877,0.117073,0.209991
233211_at,MTBP,0.0543745,4.64686,4.59249,1.5789,0.117082,0.210002
226754_at,ZNF251,0.109803,6.8381,6.7283,1.58127,0.117093,0.210013
1563325_at,,0.0465802,4.27116,4.22458,1.57862,0.117116,0.210049
204870_s_at,PCSK2,-0.130881,5.49039,5.62127,-1.57917,0.117145,0.210093
237031_at,RP11-21L23.2,0.131598,5.40057,5.26897,1.57962,0.11715,0.210095
214347_s_at,DDC,0.0952092,5.8252,5.72999,1.58508,0.117154,0.210096
208071_s_at,LAIR1,-0.153523,7.59646,7.74998,-1.5786,0.11718,0.210129
208827_at,PSMB6,0.0809502,10.4476,10.3667,1.5812,0.117182,0.210129
213139_at,SNAI2,-0.334414,8.40627,8.74069,-1.58024,0.117184,0.210129
207147_at,DLX2,0.0657762,3.96325,3.89748,1.58328,0.11719,0.210133
1553579_a_at,SPAG11A /// SPAG11B,-0.0393615,3.5509,3.59026,-1.57821,0.117195,0.210135
243906_at,,0.0621375,5.46355,5.40141,1.57824,0.11721,0.210155
222271_at,,-0.307383,7.31192,7.6193,-1.578,0.117242,0.210203
239444_at,LOC728024,-0.0554808,5.4631,5.51858,-1.57805,0.117245,0.210203
225828_at,DAGLB,0.168996,6.21159,6.0426,1.57926,0.117269,0.21024
223668_at,CBLC,0.0627733,5.98887,5.9261,1.57787,0.117282,0.210256
235910_x_at,ZNF316,0.0754853,5.68558,5.61009,1.57782,0.117286,0.210256
229835_s_at,SLMO2,0.136249,7.33476,7.19851,1.57776,0.117299,0.210274
1556781_at,,0.032283,3.47159,3.4393,1.57861,0.117353,0.210363
208729_x_at,HLA-B,-0.113205,13.4952,13.6084,-1.57925,0.117377,0.210399
239219_at,AURKB,0.0927227,4.84229,4.74957,1.58216,0.117382,0.2104
1562490_at,THEM5,0.042947,3.82823,3.78528,1.57728,0.117409,0.210443
242120_at,USP49,0.062221,5.11443,5.05221,1.57738,0.117462,0.210524
1569294_at,RNF187,0.061409,7.23475,7.17334,1.57733,0.117462,0.210524
233905_at,SUN5,0.0572155,5.80151,5.74429,1.57871,0.117478,0.210545
1558987_at,,0.0873703,4.0253,3.93792,1.5814,0.11752,0.210615
1558854_a_at,,0.189478,4.3951,4.20562,1.57892,0.117541,0.210645
203234_at,UPP1,0.2172,9.02408,8.80688,1.57733,0.117546,0.210646
230567_at,KIAA1430,-0.044069,4.08593,4.13,-1.57678,0.117552,0.210651
229255_x_at,GOSR2,0.108913,7.42266,7.31375,1.57658,0.117573,0.210682
227164_at,SRSF1,0.175311,7.89274,7.71743,1.57729,0.117594,0.210711
240358_at,,0.12086,5.64334,5.52248,1.57705,0.11761,0.21073
219262_at,SUV39H2,0.0407563,3.63783,3.59707,1.57681,0.117612,0.21073
236588_at,CFDP1 /// LOC101928178,0.102327,5.15866,5.05633,1.57645,0.117663,0.210815
203177_x_at,TFAM,0.20311,8.23167,8.02856,1.57652,0.117668,0.210816
234656_x_at,,0.0343938,3.55907,3.52468,1.57655,0.117726,0.210915
241238_at,,0.036965,3.99339,3.95643,1.57584,0.11774,0.210932
228241_at,AGR3,-0.488325,10.743,11.2313,-1.57936,0.117748,0.21094
1556263_s_at,LOC101928818 /// PWRN1,-0.0299803,3.68623,3.71621,-1.57596,0.117752,0.21094
205768_s_at,SLC27A2,0.291657,6.79624,6.50459,1.57813,0.117769,0.210963
220881_at,,0.0894962,4.57528,4.48578,1.57548,0.117822,0.211049
223203_at,FAM156A /// FAM156B,0.169874,9.54596,9.37608,1.57648,0.117826,0.211049
235986_at,,0.0530765,5.01886,4.96578,1.57566,0.117828,0.211049
1554222_at,MGC45922,0.17222,7.28087,7.10865,1.57532,0.11786,0.211099
1563590_at,,0.0603025,4.43291,4.37261,1.57573,0.117885,0.211136
223039_at,GUCD1,-0.0975917,9.82964,9.92723,-1.57948,0.117923,0.211198
243548_x_at,,0.0363578,3.45453,3.41817,1.57571,0.117971,0.211277
220804_s_at,TP73,0.114035,5.50714,5.39311,1.57496,0.117982,0.211289
223437_at,PPARA,0.114602,7.94084,7.82624,1.57544,0.117989,0.211294
232436_at,ZNF274,-0.193355,6.61908,6.81244,-1.57503,0.117995,0.211298
1569150_x_at,PDLIM7,0.177778,5.71492,5.53714,1.57673,0.118009,0.211317
1566866_at,,0.0418503,4.66252,4.62067,1.5748,0.11802,0.211329
234743_at,LIMD1,-0.0823013,5.1531,5.2354,-1.57442,0.118073,0.211417
205851_at,NME6,0.106552,7.45361,7.34706,1.57438,0.118082,0.211426
240853_at,,0.0811917,6.31475,6.23356,1.57431,0.118094,0.211441
201357_s_at,SF3A1,-0.189044,7.66695,7.856,-1.57447,0.118111,0.211459
201290_at,SEC11A,-0.0776883,11.9523,12.03,-1.57442,0.118109,0.211459
1560100_at,DLX1,0.10466,6.42109,6.31643,1.57438,0.118123,0.211472
200760_s_at,ARL6IP5,-0.210301,10.7751,10.9854,-1.57421,0.118129,0.211476
220718_at,HEXA-AS1,0.0491068,4.23881,4.1897,1.5749,0.118161,0.211527
236925_at,,0.0537898,3.96886,3.91507,1.5741,0.118199,0.211588
225205_at,KIF3B,-0.0798428,9.23929,9.31913,-1.57619,0.11821,0.2116
243053_x_at,LOC100128079,0.0483977,5.42184,5.37344,1.57467,0.118233,0.211635
226636_at,PLD1,0.151034,7.28602,7.13499,1.57589,0.118239,0.211638
225391_at,LOC93622,0.117195,8.59365,8.47646,1.57698,0.118245,0.211643
208251_at,KCNC4,-0.0814275,6.02248,6.10391,-1.57369,0.118252,0.211649
1556449_at,,0.0681212,6.84486,6.77674,1.57371,0.118259,0.211654
232881_at,GNAS-AS1,0.0516855,3.98122,3.92954,1.57533,0.118264,0.211656
223754_at,C2orf88,-0.0990357,6.47395,6.57298,-1.5744,0.118329,0.211745
202925_s_at,PLAGL2,-0.158629,7.44679,7.60542,-1.57421,0.118325,0.211745
203259_s_at,HDDC2,-0.145487,9.98376,10.1292,-1.57661,0.118323,0.211745
203926_x_at,ATP5D,0.0942032,8.31781,8.2236,1.57359,0.118327,0.211745
206151_x_at,CELA3B,0.103675,6.19167,6.088,1.57333,0.118337,0.211752
237763_at,,0.071111,5.10203,5.03092,1.57318,0.118398,0.211827
220493_at,DMRT1,0.0759595,4.07275,3.99679,1.57841,0.118392,0.211827
243204_at,LOC102725022,0.0350135,3.42674,3.39172,1.57355,0.118384,0.211827
224403_at,FCRL4,0.0815883,3.88034,3.79875,1.57341,0.118388,0.211827
210663_s_at,KYNU,-0.307802,7.67839,7.98619,-1.57416,0.118398,0.211827
1562841_at,LOC339666,0.102588,5.76563,5.66304,1.57301,0.11841,0.21184
1555472_at,SORBS2,0.0802043,4.45586,4.37566,1.57318,0.118446,0.211898
237368_at,C3orf35,0.045042,4.61543,4.57039,1.57291,0.118451,0.211901
1555214_a_at,CLEC7A,-0.241359,4.74027,4.98163,-1.57275,0.118458,0.211906
208349_at,TRPA1,0.0361387,4.94097,4.90483,1.57314,0.118466,0.211914
226418_at,ERGIC2,0.125386,5.60469,5.4793,1.57417,0.118479,0.21193
1558821_s_at,AC083843.1,0.0610313,7.08819,7.02716,1.57297,0.118485,0.211933
238768_at,C2orf68,0.180323,7.98529,7.80497,1.57254,0.118505,0.211963
244195_at,,0.059757,3.7349,3.67515,1.57299,0.11852,0.211981
207598_x_at,XRCC2,0.13419,6.44714,6.31295,1.57319,0.118558,0.212043
239861_at,,0.117772,5.04268,4.9249,1.57555,0.118589,0.212092
1559976_at,LOC100506314,-0.069658,4.58156,4.65121,-1.57264,0.118635,0.212167
227339_at,RGMB,0.138418,6.89264,6.75422,1.57373,0.118666,0.212216
1556416_s_at,,0.159308,5.19172,5.03241,1.57204,0.118674,0.212222
1554436_a_at,REG4,0.321877,4.5234,4.20152,1.58288,0.118723,0.212304
215209_at,SEC24D,0.215665,5.1837,4.96803,1.57245,0.118744,0.212334
219591_at,CEND1,0.0852532,7.5175,7.43224,1.57145,0.118758,0.212352
231888_at,,0.0735178,6.49263,6.41911,1.57106,0.118847,0.212504
1557406_s_at,LOC100130111,0.0517872,4.97716,4.92537,1.57102,0.118921,0.212631
1553531_at,PCSK6,0.0531542,4.64542,4.59227,1.57072,0.118983,0.212734
208781_x_at,SNX3,-0.20274,10.5614,10.7642,-1.57045,0.118991,0.21274
209517_s_at,ASH2L,-0.102102,9.57368,9.67578,-1.57345,0.119,0.212749
1556793_a_at,FAM83C,0.123506,4.12905,4.00554,1.57822,0.119007,0.212755
203314_at,GTPBP6,0.107747,8.60771,8.49996,1.57206,0.119041,0.212809
219835_at,PRDM8,0.122778,5.52047,5.39769,1.57009,0.119074,0.212855
201385_at,DHX15,0.0804183,11.2663,11.1859,1.57065,0.119071,0.212855
1564907_s_at,MATR3 /// SNHG4,0.122397,7.09722,6.97482,1.57016,0.119083,0.212864
236715_x_at,UACA,-0.202626,8.70559,8.90822,-1.57055,0.119128,0.212937
220854_at,,0.0504812,4.12554,4.07506,1.57081,0.119138,0.212948
209571_at,CIR1,-0.127368,7.95547,8.08283,-1.57,0.119173,0.213004
205766_at,TCAP,0.0677143,6.7778,6.71008,1.5701,0.119185,0.213019
241227_at,,0.0626018,5.37579,5.31318,1.56999,0.119205,0.213047
1569339_s_at,LOC101928123,0.0626622,5.60761,5.54495,1.56953,0.119216,0.213059
1570021_at,,0.116812,4.08483,3.96801,1.57387,0.119229,0.213076
224378_x_at,MAP1LC3A,-0.109778,9.24868,9.35846,-1.57052,0.11928,0.213159
218821_at,LOC100652930 /// NPEPL1 /// STX16-NPEPL1,0.1581,8.09285,7.93475,1.57355,0.119288,0.213167
224078_at,HIATL2,0.137859,7.35953,7.22168,1.56911,0.119307,0.213194
240534_at,RP11-38C18.3,0.0837275,4.65042,4.56669,1.56911,0.119312,0.213196
206056_x_at,LOC101929889 /// SPN,0.148919,8.27519,8.12627,1.56911,0.119322,0.213207
219807_x_at,MIA-RAB4B /// RAB4B,-0.0803883,8.20614,8.28653,-1.57052,0.119332,0.213207
242978_x_at,,-0.114548,9.99085,10.1054,-1.56965,0.119333,0.213207
217606_at,,0.0516222,5.35371,5.30209,1.56901,0.119327,0.213207
228935_at,SLC4A8,-0.145472,4.94743,5.0929,-1.5691,0.119348,0.213226
234748_x_at,KRMP1,0.0671993,4.39063,4.32343,1.56896,0.119355,0.213231
209228_x_at,TUSC3,-0.266184,8.42649,8.69268,-1.57327,0.119361,0.213236
218785_s_at,IFT22,0.104101,6.12243,6.01833,1.56903,0.119375,0.213253
233501_at,DQ599616,0.0693963,5.17276,5.10336,1.56922,0.1194,0.213291
1569431_at,PAFAH1B2,-0.056959,4.32818,4.38514,-1.57033,0.11942,0.213319
237819_at,CREB3L2,0.0422318,4.87081,4.82858,1.56926,0.119447,0.213362
1552419_s_at,TTLL10,0.0828438,6.85397,6.77113,1.56827,0.119499,0.213447
40149_at,SH2B1,0.096615,7.61774,7.52112,1.56815,0.119538,0.213495
1569385_s_at,TET2,-0.0628195,4.4167,4.47952,-1.56813,0.11953,0.213495
224807_at,GRAMD1A,0.112029,9.02615,8.91412,1.56862,0.119534,0.213495
241383_at,ZNF385C,0.0725928,5.15808,5.08549,1.56861,0.119581,0.213566
1561000_at,,0.0750932,4.5489,4.47381,1.56814,0.119591,0.213577
203161_s_at,RNF8,-0.060281,4.5294,4.58969,-1.56781,0.119603,0.213592
228490_at,ABHD2,0.205412,8.13217,7.92675,1.56949,0.119608,0.213593
206640_x_at,GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE2A /// GAGE2C /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7,0.10249,4.45351,4.35102,1.57095,0.119628,0.213615
204182_s_at,ZBTB43,-0.230581,7.24454,7.47512,-1.56793,0.119626,0.213615
227122_at,ZNF791,-0.131235,7.77942,7.91065,-1.56803,0.119633,0.213616
1557059_at,NIFK-AS1,0.0783545,5.21798,5.13963,1.56772,0.119669,0.213674
224581_s_at,NUCKS1,0.107642,10.8971,10.7895,1.56763,0.119689,0.213702
204336_s_at,RGS19,-0.124854,9.08009,9.20494,-1.56928,0.119725,0.21376
1554252_a_at,CERS3,0.0858755,3.85414,3.76827,1.57642,0.119742,0.213782
212712_at,CAMSAP1,-0.10107,7.46138,7.56245,-1.56829,0.119754,0.213797
51158_at,FAM174B,-0.182877,8.15382,8.3367,-1.56984,0.119768,0.213816
236989_at,,-0.117399,7.29856,7.41596,-1.56703,0.119793,0.213853
236169_at,RP11-44N11.3,0.0498287,4.49026,4.44043,1.56695,0.119805,0.213867
238940_at,KLF12,-0.0563973,4.7786,4.83499,-1.56738,0.119832,0.213908
213074_at,PHIP,0.137838,9.72831,9.59047,1.56921,0.119841,0.213918
237963_x_at,,0.0697963,3.73647,3.66668,1.57104,0.119863,0.213951
201623_s_at,DARS,0.16915,11.1696,11.0005,1.56688,0.119883,0.213978
216739_at,,0.0971605,6.03889,5.94173,1.56712,0.1199,0.214003
212007_at,UBXN4,0.257183,8.83393,8.57675,1.56654,0.119908,0.214009
229774_at,CXXC4,0.137904,5.4063,5.2684,1.56876,0.119927,0.214037
242299_at,,0.0674678,3.69354,3.62607,1.56641,0.119933,0.21404
1558754_at,ZNF763,-0.125827,4.07453,4.20035,-1.5664,0.120011,0.214165
216111_x_at,PMS2P3,0.107444,6.88218,6.77474,1.56774,0.120015,0.214165
215717_s_at,FBN2,0.0438443,3.63461,3.59076,1.56692,0.120009,0.214165
1561959_x_at,,-0.0265317,3.36246,3.38899,-1.56599,0.120034,0.21419
31799_at,,-0.11523,7.3299,7.44513,-1.56901,0.120036,0.21419
244540_at,RP11-24P14.1,0.0595608,4.45004,4.39048,1.56618,0.120054,0.214215
211780_x_at,DCTN1,-0.109036,9.46406,9.57309,-1.56583,0.120067,0.214231
1570146_at,,0.0347295,3.51831,3.48358,1.56594,0.120076,0.21424
1570329_at,,-0.0623202,4.60902,4.67134,-1.56673,0.12009,0.214257
221711_s_at,BABAM1,0.0798163,9.63092,9.55111,1.56609,0.120103,0.214274
1553376_a_at,AXDND1,-0.0337515,3.67738,3.71114,-1.56563,0.120115,0.214275
234401_at,TCR- alpha V 33.1 /// TRAV40 /// TRAV40,0.0564937,4.53114,4.47464,1.56566,0.120113,0.214275
221719_s_at,LZTS1,0.0717357,5.19743,5.12569,1.56572,0.120113,0.214275
213710_s_at,CALM1,-0.194341,7.65471,7.84905,-1.56565,0.120138,0.214309
1568815_a_at,DDX50,-0.305495,5.9956,6.3011,-1.56555,0.120144,0.214312
232321_at,MUC17,0.140322,5.40087,5.26055,1.57341,0.12015,0.214316
203395_s_at,HES1,0.179044,7.86113,7.68209,1.56623,0.120189,0.214379
205279_s_at,GLRB,0.214737,6.15518,5.94044,1.56639,0.120198,0.214387
225794_s_at,SMDT1,0.111662,11.1126,11.0009,1.56562,0.120217,0.214413
215798_at,ALDH1L1,0.0799438,6.35128,6.27133,1.56558,0.120248,0.214462
1570185_at,,0.0661257,7.5248,7.45867,1.56504,0.120269,0.214493
1563064_at,LOC101927313,-0.0528997,4.72546,4.77836,-1.56493,0.120279,0.214504
1556043_a_at,TTN-AS1,-0.142404,5.44617,5.58857,-1.56487,0.120298,0.214531
235797_x_at,,0.0695997,6.06755,5.99795,1.56495,0.120337,0.214593
1566303_s_at,PPP1R11,0.178939,9.44842,9.26948,1.56455,0.12037,0.214645
215014_at,KCND3,0.195428,4.7822,4.58678,1.56608,0.120374,0.214645
232960_at,NUP62CL,0.0477997,4.09622,4.04842,1.56463,0.120384,0.214656
1552558_a_at,RAI1,0.0930627,6.63518,6.54211,1.56437,0.12041,0.214688
1557099_at,LOC101929132,0.0490262,4.65165,4.60262,1.56518,0.120407,0.214688
224089_at,,0.0729422,4.43868,4.36574,1.56438,0.120421,0.214701
226742_at,SAR1B,0.131668,9.89843,9.76676,1.56778,0.120429,0.214709
244191_at,RPLP1,0.0765653,6.24309,6.16652,1.56418,0.120454,0.214746
1560260_at,LOC285593,0.0487602,3.83329,3.78453,1.56445,0.120465,0.214758
244874_at,CHST15,0.0908208,6.00495,5.91412,1.56442,0.120483,0.214783
234585_at,,0.0568513,5.7939,5.73705,1.56405,0.120488,0.214785
214359_s_at,HSP90AB1,0.235471,11.4906,11.2551,1.56393,0.120513,0.214823
227219_x_at,MAP1LC3A,-0.0975362,8.46059,8.55813,-1.56547,0.120545,0.214873
209654_at,ICE1,0.109995,9.05625,8.94625,1.56435,0.120567,0.214905
229201_at,PAK3,-0.135221,4.35389,4.48911,-1.56643,0.120579,0.21492
226907_at,PPP1R14C,-0.278173,8.0404,8.31857,-1.56546,0.120597,0.214945
211840_s_at,PDE4D,-0.11179,5.68598,5.79777,-1.5635,0.120644,0.214991
1559272_at,EXOC3L1,0.112545,6.87095,6.75841,1.56342,0.120635,0.214991
241961_at,TECRL,0.0289003,3.23025,3.20135,1.56474,0.120647,0.214991
218249_at,ZDHHC6,0.0789902,9.44905,9.37006,1.56742,0.12063,0.214991
217418_x_at,MS4A1,0.328854,6.01942,5.69057,1.56441,0.120636,0.214991
204282_s_at,FARS2,0.084716,8.15435,8.06964,1.56364,0.120643,0.214991
204663_at,ME3,0.139097,8.38033,8.24123,1.56536,0.120659,0.215006
215172_at,PTPN20B,0.179744,4.6118,4.43206,1.56814,0.120683,0.215041
1555108_at,SLC10A7,-0.0555103,4.43312,4.48863,-1.56368,0.1207,0.215051
226562_at,ZSCAN29,0.110328,7.4116,7.30127,1.56323,0.120698,0.215051
1565000_a_at,TCP11L2,-0.0575905,4.97236,5.02995,-1.56329,0.120696,0.215051
214858_at,PP14571,0.0829972,4.52876,4.44577,1.56343,0.120706,0.215054
231710_at,CAPS,0.0790338,6.54377,6.46473,1.56299,0.120753,0.215119
231400_s_at,,-0.063937,5.52412,5.58806,-1.56292,0.120749,0.215119
242356_at,VTI1A,-0.105729,5.90764,6.01337,-1.563,0.120754,0.215119
1568689_at,LOC100631378,0.0557217,4.18195,4.12623,1.56299,0.120758,0.215119
205693_at,TNNT3,0.0726128,5.6871,5.61449,1.56294,0.120771,0.215136
243307_at,,0.0378155,3.61494,3.57712,1.56305,0.12079,0.215163
233681_at,KRTAP3-3,0.0322035,3.84799,3.81579,1.56323,0.120799,0.215164
1557366_at,CCDC144A /// CCDC144B /// CCDC144CP /// LOC101929141,0.0721258,3.52878,3.45666,1.56979,0.120796,0.215164
1570644_at,,0.0454435,4.77624,4.7308,1.56269,0.12081,0.215178
233653_at,,0.0303905,3.61583,3.58544,1.56261,0.120822,0.215192
207534_at,MAGEB1,0.0490405,3.94528,3.89624,1.56281,0.120827,0.215193
229188_s_at,ZNRF2,0.070031,5.38257,5.31254,1.56251,0.120846,0.21522
225236_at,RBM18,-0.169167,8.40799,8.57716,-1.56254,0.120859,0.215236
235632_at,,0.141396,4.8993,4.75791,1.56257,0.120871,0.21525
AFFX-r2-Ec-bioD-5_at,,0.130797,11.9036,11.7728,1.56255,0.12089,0.215277
205537_s_at,VAV2,0.131711,6.33498,6.20327,1.56215,0.120931,0.215344
204169_at,IMPDH1,0.0809753,8.41993,8.33896,1.56255,0.120942,0.215356
244706_at,PCMTD1,-0.0631513,4.31019,4.37334,-1.56242,0.120986,0.215427
237550_at,,0.0436227,3.89139,3.84777,1.56188,0.120997,0.215433
241492_at,,0.0460997,3.95695,3.91085,1.56209,0.120994,0.215433
203176_s_at,TFAM,0.204745,7.45954,7.2548,1.56197,0.121026,0.215477
1555761_x_at,RBM15,0.104616,7.35756,7.25295,1.56166,0.121051,0.215515
222566_at,SUV420H1,-0.105734,7.71077,7.8165,-1.56289,0.121061,0.215518
223626_x_at,IFI27L2,0.111203,9.23986,9.12866,1.56258,0.121065,0.215518
231464_at,,-0.0273937,3.58713,3.61453,-1.56193,0.121062,0.215518
224866_at,FAR1,-0.151608,8.43218,8.58379,-1.56155,0.121073,0.215526
213394_at,MAPKBP1,-0.13918,7.85559,7.99477,-1.56166,0.121082,0.215534
230493_at,SHISA2,0.407188,8.37044,7.96326,1.56192,0.121093,0.215547
204025_s_at,PDCD2,0.147587,7.5559,7.40831,1.56139,0.121112,0.215574
241253_at,,0.0306725,3.84314,3.81247,1.56136,0.121119,0.215579
1566191_at,SUZ12,0.206799,4.12834,3.92154,1.56423,0.121132,0.215596
237675_at,LINC01351,-0.0439125,4.12622,4.17014,-1.56225,0.121145,0.215613
210178_x_at,SRSF10,0.212241,8.7416,8.52936,1.56144,0.121153,0.21562
1565585_at,LOC101928968,0.050298,3.86339,3.81309,1.56113,0.121172,0.215646
201411_s_at,PLEKHB2,-0.233181,8.64485,8.87803,-1.56131,0.12121,0.215706
219204_s_at,SRR,-0.168431,6.58541,6.75384,-1.5611,0.121252,0.215771
1558470_at,VWA3B,0.046093,5.09997,5.05388,1.56138,0.121254,0.215771
239843_at,RIT1,0.188674,6.81279,6.62412,1.56223,0.12128,0.21581
227426_at,SOS1,0.109398,9.21892,9.10953,1.56064,0.121295,0.21583
234956_at,LOC93444,0.0822835,7.19414,7.11186,1.56066,0.121311,0.215851
233925_at,,0.0508192,4.59099,4.54017,1.56062,0.121316,0.215854
234412_at,,0.0588402,4.85195,4.79311,1.56051,0.121336,0.215882
225909_at,LOC728743 /// ZNF775,0.100543,7.16177,7.06122,1.56061,0.121345,0.21589
241390_at,,0.112837,3.72039,3.60756,1.56861,0.121391,0.215965
213646_x_at,TUBA1B,-0.0723217,13.4288,13.5012,-1.56166,0.121399,0.215973
226029_at,VANGL2,0.287199,7.23498,6.94778,1.56328,0.121412,0.21599
226900_at,GABPB1-AS1,-0.058443,4.56135,4.61979,-1.56008,0.121419,0.215994
228730_s_at,SCRN2,-0.104044,8.06731,8.17136,-1.56019,0.121425,0.215996
216799_at,,-0.0518322,4.75752,4.80935,-1.56046,0.121428,0.215996
224528_s_at,KCNIP2,0.0523163,3.96962,3.9173,1.56006,0.121437,0.216005
232371_at,MARCH7,-0.155703,4.99208,5.14778,-1.56002,0.121447,0.216017
233391_at,CDH26,0.0614248,5.89117,5.82974,1.55996,0.121466,0.216043
222898_s_at,DLL3,0.077201,6.02526,5.94806,1.56073,0.121543,0.216165
244413_at,CLECL1,0.208248,6.19682,5.98857,1.55987,0.121541,0.216165
1557560_at,AK093256 /// RP3-486I3.7,0.036987,3.78432,3.74733,1.5595,0.121558,0.216184
215400_x_at,ADCY9,0.0880147,5.96136,5.87335,1.5594,0.12159,0.216235
1556779_s_at,CTD-2547L24.4,0.0715985,4.79519,4.72359,1.55985,0.12162,0.21628
